uhhidfs,uhhidp,k1,k2,k3,k3_x,k4,k5,k51,k52,k53,k54,k55,k56,k57,k5_other,k6,k61,k62,k63,k64,k65,k66,k67,k68,k6_other,k7,k7_other
1076,1002594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,3,NA
1077,1001436,1,1,1,To know when to start planting my crops,1,1,1,0,0,0,0,0,0,NA,1 3 4 5 6,1,0,1,1,1,1,0,0,NA,3,NA
1078,1001608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6 5,1,0,1,0,1,1,0,0,NA,3,NA
1079,1001248,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,3,NA
1080,1001144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6,1,0,1,0,1,1,0,0,NA,4,NA
1081,1000056,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6,1,0,1,0,0,1,0,0,NA,3,NA
1082,1000114,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 6 7 5,1,0,1,1,1,1,1,0,NA,4,NA
1083,1000568,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4 3,0,0,1,1,1,0,0,0,NA,2,NA
1084,1000696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 7 6,1,0,1,1,1,1,1,0,NA,4,NA
1085,1000569,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 4 5 6 7,1,0,1,1,1,1,1,0,NA,3,NA
1086,1000120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,She does not need any information becouse she does not do agriculture,3,NA
1087,1000122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 6,0,0,1,0,0,1,0,0,NA,4,NA
1088,1000102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 5,0,0,1,1,1,0,0,0,NA,3,NA
1089,1001411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4,0,0,1,1,0,0,0,0,NA,2,NA
1090,1001410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
1091,1000596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5,0,0,0,1,1,0,0,0,NA,4,NA
1092,1000597,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,4,NA
1093,1000643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 1 5,1,0,1,0,1,0,0,0,NA,4,NA
1094,1000642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
1095,1000644,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,4,NA
1096,1000747,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5 7 6,0,0,0,1,1,1,1,0,NA,4,NA
1097,1002665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6 7,0,0,1,1,1,1,1,0,NA,2,NA
1098,1002666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,5,NA
1099,1002638,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6,0,0,1,1,1,1,0,0,NA,4,NA
1100,1002636,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 3 5 6 7,0,0,1,1,1,1,1,0,NA,2,NA
1101,1002581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6 7,0,0,1,1,1,1,1,0,NA,5,NA
1102,1001499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 5 6 7,0,0,0,1,1,1,1,0,NA,5,NA
1103,1001374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6 7,0,0,1,1,1,1,1,0,NA,2,NA
1104,1001758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5 6 7,0,0,1,1,1,1,1,0,NA,2,NA
1105,1000093,1,2,1,Helps him plan on when to plant,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1106,1000094,1,1,1,To plan for what to plant,1,1,1,0,0,0,0,0,0,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
1107,1000096,1,1,1,Plan on what crops to plant,1,7,0,0,0,0,0,0,1,No means of receiving the information,1 5 6,1,0,0,0,1,1,0,0,NA,3,NA
1108,1000095,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,5,NA
1109,1000113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1110,1000123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,0,NA
1111,1000112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,0,NA
1112,1000111,1,1,1,Plain for the type of crop to be grown.,1,7,0,0,0,0,0,0,1,No means to access the information,7 4 5 3,0,0,1,1,1,0,1,0,NA,4,NA
1113,1001966,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1114,1002123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
1115,1002124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,4,NA
1116,1002126,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,0,NA
1117,1001441,1,1,1,Planing for cultovation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5,1,0,0,1,1,0,0,0,NA,5,NA
1118,1000328,1,2,1,To plan for agriculture,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
1119,1000707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
1120,1001145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 7 1 6 3,1,0,1,0,1,1,1,0,NA,3,NA
1121,1001148,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6 7,0,0,0,0,1,1,1,0,NA,4,NA
1122,1001146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
1123,1001147,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,4,NA
1124,1001403,1,1,1,It helped him to know right time for rains,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 3,0,0,1,0,1,0,0,0,NA,4,NA
1125,1001405,1,1,1,For better planning,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
1126,1000516,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8 1,1,0,0,0,0,0,0,1,O,5,NA
1127,1000515,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
1128,1000514,1,1,1,It helps improve on the faming,1,1 2 4,1,1,0,1,0,0,0,NA,3 4 5 7 6,0,0,1,1,1,1,1,0,NA,3,NA
1129,1001549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 6,0,0,0,0,1,1,0,0,NA,4,NA
1130,1000098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,4,NA
1131,1000097,1,2,1,"For awareness, since our houses are always broken down by strong wind...",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 4,0,0,0,1,1,0,0,0,NA,3,NA
1132,1000784,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5 4 3 7,0,0,1,1,1,1,1,0,NA,4,NA
1133,1000785,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 5,0,0,1,1,1,0,0,0,NA,2,NA
1134,1000854,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5,0,0,1,0,1,0,0,0,NA,3,NA
1135,1000853,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5 3,0,0,1,0,1,1,0,0,NA,2,NA
1136,1000417,1,1,1,It helps the farmers t prepare their seeds.,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 2 5 6 7,0,1,0,1,1,1,1,0,NA,4,NA
1137,1001160,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,3,NA
1138,1000055,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 4 6,0,0,1,1,0,1,0,0,NA,3,NA
1139,1000476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 8,0,0,0,1,0,0,0,1,Information on how to over come strong winds,3,NA
1140,1000478,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
1141,1001091,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,none,5,NA
1142,1000563,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 5,0,0,0,0,1,1,0,0,NA,5,NA
1143,1000549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
1144,1001532,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
1145,1001535,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
1146,1000473,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,0,0,0,0,1,none,0,NA
1147,1001277,1,1,1,enables the household choose the type of crops to grow,1,4 1,1,0,0,1,0,0,0,NA,1 2 3 4 5 6 7,1,1,1,1,1,1,1,0,NA,1,NA
1148,1001279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 1 3 5 6,1,1,1,0,1,1,0,0,NA,5,NA
1149,1000499,1,1,0,NA,1,1 4,1,0,0,1,0,0,0,NA,1 2 3 4 5 6 7,1,1,1,1,1,1,1,0,NA,5,NA
1150,1001550,1,1,0,NA,1,1 2 4,1,1,0,1,0,0,0,NA,1 2 3 4 5,1,1,1,1,1,0,0,0,NA,5,NA
1151,1000496,1,1,1,To choose the type of crops to grow,1,4 2 1,1,1,0,1,0,0,0,NA,1 2 3 4 5,1,1,1,1,1,0,0,0,NA,5,NA
1152,1001536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 5 6,1,1,1,1,1,1,0,0,NA,5,NA
1153,1000487,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 7 6 5,1,1,1,1,1,1,1,0,NA,1,NA
1154,1000486,1,1,1,chose the crops to be grown in a particular season,1,1 2 3 4,1,1,1,1,0,0,0,NA,1 2 3 4 6,1,1,1,1,0,1,0,0,NA,5,NA
1155,1000479,1,1,0,NA,1,4 1 2,1,1,0,1,0,0,0,NA,1 4 3 2,1,1,1,1,0,0,0,0,NA,3,NA
1156,1000481,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 5 6,1,1,1,1,1,1,0,0,NA,5,NA
1157,1000106,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 5 6 7,1,1,1,1,1,1,1,0,NA,3,NA
1158,1000105,1,1,0,NA,1,1 2 4,1,1,0,1,0,0,0,NA,1 2 4 3 5,1,1,1,1,1,0,0,0,NA,3,NA
1159,1002059,1,1,1,For making agriculture reasons,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,4,NA
1160,1002058,1,1,1,He was able to prepare his land for planting in time,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,4,NA
1161,1001893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,4,NA
1162,1002347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4 6,0,0,0,1,0,1,0,0,NA,4,NA
1163,1002412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,4,NA
1164,1002630,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,1,NA
1165,1002620,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,1,NA
1166,1000763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,2,NA
1167,1000755,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,1,NA
1168,1000754,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,1,NA
1169,1000764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
1170,1000799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
1171,1000718,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
1172,1001969,1,1,1,Helps in determining the particular crop to grow,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6 7,1,0,0,0,1,1,1,0,NA,5,NA
1173,1001525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 6,1,0,1,0,1,1,0,0,NA,3,NA
1174,3002423,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1175,3001201,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1176,3001205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1177,4001177,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,0,NA
1178,4001178,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,0,NA
1179,4001179,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,0,NA
1180,4001180,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
1181,4001181,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
1182,4001182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0,0,1,0,NA,0,NA
1183,4001183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,0,NA
1184,4001184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 7,1,0,0,0,0,0,1,0,NA,0,NA
1185,4001185,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 1 3 4 5 6,1,1,1,1,1,1,0,0,NA,2,NA
1186,4001186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5 1 2 3,1,1,1,0,1,0,0,0,NA,2,NA
1187,4001187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 5 3 6,1,1,1,0,1,1,0,0,NA,2,NA
1188,4001188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 4 3 5 6,1,1,1,1,1,1,0,0,NA,0,NA
1189,4001189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 3 2 6,1,1,1,1,0,1,0,0,NA,2,NA
1190,4001190,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 2 5 6,1,1,1,0,1,1,0,0,NA,1,NA
1191,4001191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2 3 4 6,1,1,1,1,0,1,0,0,NA,1,NA
1192,2000255,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1193,3001099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1194,3001203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1195,1001394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 5,1,0,0,1,1,0,0,0,NA,5,NA
1196,1001393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4 3,1,0,1,1,0,0,0,0,NA,5,NA
1197,1000767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 5 1,1,0,1,0,1,0,0,0,NA,3,NA
1198,1001637,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 3,1,0,1,0,1,0,0,0,NA,5,NA
1199,1001635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 4,1,0,1,1,1,0,0,0,NA,5,NA
1200,1001639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 5 4,1,0,1,1,1,0,0,0,NA,5,NA
1201,1001638,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,5,NA
1202,1000564,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 4 7,0,0,0,1,0,1,1,0,NA,5,NA
1203,1000565,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
1204,1001531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
1205,1001533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
1206,1000471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
1207,1001449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,0,NA
1208,2000175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1209,2000252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
1210,2000254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 3,0,1,1,0,0,0,0,0,NA,5,NA
1211,2000200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
1212,2000394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,0,0,0,0,0,NA,5,NA
1213,2000199,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,4,NA
1214,2000223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,4,NA
1215,3002342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,3,NA
1216,3002340,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1217,3001200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
1218,3001202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,3,NA
1219,2000001,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,5,NA
1220,3001100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,4,NA
1221,3001101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,1,0,0,0,0,NA,3,NA
1222,3000804,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,5,NA
1223,3000813,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 5,1,0,0,0,1,1,0,0,NA,3,NA
1224,1001010,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
1225,1001052,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 6,1,0,0,0,1,1,0,0,NA,5,NA
1226,1001038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1227,1001053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,5,NA
1228,1000929,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,5,NA
1229,2000582,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,0,NA
1230,2000581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1231,2000578,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6 3,1,0,1,0,0,1,0,0,NA,2,NA
1232,2000580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1233,2000579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5,1,0,0,0,1,0,0,0,NA,2,NA
1234,2000575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 4,1,0,0,1,0,0,0,0,NA,3,NA
1235,2000576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3 6,1,0,1,0,0,1,0,0,NA,0,NA
1236,2000151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,2,NA
1237,2000665,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 5 4,1,0,0,1,1,0,0,0,NA,2,NA
1238,2000664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1239,2000666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1240,2000154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,0,NA
1241,2000663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,2,NA
1242,2000662,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 2,1,1,0,0,0,0,0,0,NA,2,NA
1243,2000152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 3,1,0,1,0,0,0,0,0,NA,2,NA
1244,2000270,1,2,1,Helps the community to plan for the season ahead.,1,4,0,0,0,1,0,0,0,NA,7 4,0,0,0,1,0,0,1,0,NA,5,NA
1245,2000260,1,1,1,Helps in planning the planting season,1,4 6,0,0,0,1,0,1,0,NA,3 1 5 4 7,1,0,1,1,1,0,1,0,NA,3,NA
1246,2000263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,1,0,0,0,0,0,NA,3,NA
1247,2000262,1,2,0,NA,1,1 4,1,0,0,1,0,0,0,NA,7 5,0,0,0,0,1,0,1,0,NA,2,NA
1248,2000261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 1,1,0,1,0,0,0,0,0,NA,0,NA
1249,3002336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,4,NA
1250,3002335,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0,1,0,0,NA,5,NA
1251,3002334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
1252,2000186,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,1,0,0,0,NA,5,NA
1253,2000183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0,NA
1254,2000184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,0,NA
1255,2000230,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 6,1,0,0,0,0,1,0,0,NA,0,NA
